retailer,brand,vendor_raw,title,sku,form,motion,power,material,price,list_price,discount_pct,url
slumberland,Ashley,Ashley Furniture,Trinell Dresser,QK1084646,Other,Stationary,,Unspecified,399.0,849.99,53.1,https://www.slumberland.com/products/trinell-rustic-plank-dresser
slumberland,La-Z-Boy,La-Z-Boy,Bennett DUO Reclining Sofa,QK1042206,Sofa,Motion,,Unspecified,2599.99,5029.99,48.3,https://www.slumberland.com/products/bennett-duo-reclining-sofa
slumberland,Ashley,Ashley Furniture,Juararo Panel Headboard,QK1029156,Other,Stationary,,Unspecified,239.99,429.99,44.2,https://www.slumberland.com/products/juararo-panel-headboard
slumberland,Ashley,Ashley Furniture,Nashburg Metal Bed,QK1054753,Other,Stationary,,Unspecified,229.99,419.99,45.2,https://www.slumberland.com/products/nashburg-metal-bed
slumberland,Flexsteel,Flexsteel,Dylan 6 Piece Sectional with 2 Power Ends and 1 Power Armless,QK1086646,Sectional,Motion,Power,Unspecified,5199.99,7799.98,33.3,https://www.slumberland.com/products/dylan-6-piece-sectional-with-2-power-ends-and-1-power-armless
slumberland,Ashley,Ashley Furniture,Drystan Bookcase Storage Bed,QK1029244,Other,Stationary,,Unspecified,539.99,1099.99,50.9,https://www.slumberland.com/products/drystan-bookcase-storage-bed
slumberland,Ashley,Ashley Furniture,Drystan Bookcase Bed,QK1029239,Other,Stationary,,Unspecified,399.99,799.99,50.0,https://www.slumberland.com/products/drystan-bookcase-bed
slumberland,La-Z-Boy,La-Z-Boy,James Leather Tri-Power Reclining Console Loveseat,QK1081520,Loveseat,Motion,Power,Leather,3499.99,5549.99,36.9,https://www.slumberland.com/products/james-leather-tri-power-reclining-console-loveseat
slumberland,La-Z-Boy,La-Z-Boy,James Leather Tri-Power Reclining Loveseat,QK1081510,Loveseat,Motion,Power,Leather,3379.99,5379.99,37.2,https://www.slumberland.com/products/james-leather-tri-power-reclining-loveseat
slumberland,La-Z-Boy,La-Z-Boy,James Leather Reclining Sofa,QK1081503,Sofa,Motion,,Leather,2599.99,3799.99,31.6,https://www.slumberland.com/products/james-leather-reclining-sofa-1
slumberland,La-Z-Boy,La-Z-Boy,James Leather Power Plus Reclining Loveseat,QK1081507,Loveseat,Motion,Power,Leather,3179.99,4579.99,30.6,https://www.slumberland.com/products/james-leather-power-plus-reclining-loveseat
slumberland,La-Z-Boy,La-Z-Boy,James Leather Power Plus Reclining Console Loveseat,QK1081517,Loveseat,Motion,Power,Leather,3299.99,4749.99,30.5,https://www.slumberland.com/products/james-leather-power-plus-reclining-console-loveseat
slumberland,Best Home Furnishings,Best Home Furnishings,Gemily Glide Ottoman,QK1042866,Ottoman,Motion,,Unspecified,279.99,519.99,46.2,https://www.slumberland.com/products/gemily-glide-ottoman
slumberland,Flexsteel,Flexsteel,Dylan 6 Piece Sectional with 2 Power Ends and 2 Power Armless,QK1086645,Sectional,Motion,Power,Fabric,5499.99,8249.99,33.3,https://www.slumberland.com/products/dylan-6-piece-sectional-with-2-power-ends-and-2-power-armless
slumberland,La-Z-Boy,La-Z-Boy,Trouper Tri-Power Reclining Loveseat,QK1064417,Loveseat,Motion,Power,Unspecified,2679.99,4779.99,43.9,https://www.slumberland.com/products/trouper-tri-power-reclining-loveseat
slumberland,La-Z-Boy,La-Z-Boy,Trouper Leather Tri-Power Reclining Loveseat,QK1064436,Loveseat,Motion,Power,Leather,3279.99,6379.99,48.6,https://www.slumberland.com/products/trouper-leather-tri-power-reclining-loveseat
slumberland,Flexsteel,Flexsteel,Dylan 6 Piece Sectional with 2 Power Ends,QK1086644,Sectional,Motion,Power,Unspecified,4799.99,7199.98,33.3,https://www.slumberland.com/products/dylan-6-piece-sectional-with-2-power-ends
slumberland,Ashley,Ashley Furniture,Cambeck Panel Bed,QK1014877,Other,Stationary,,Unspecified,349.99,644.99,45.7,https://www.slumberland.com/products/cambeck-queen-panel-bed-3
slumberland,Ashley,Ashley Furniture,Paxberry 2 Drawer Nightstand,QK1020679,Other,Stationary,,Unspecified,209.99,439.99,52.3,https://www.slumberland.com/products/paxberry-2-drawer-nightstand
slumberland,Ashley,Ashley Furniture,Cambeck Storage Bed,QK1014880,Other,Stationary,,Unspecified,519.99,1079.98,51.9,https://www.slumberland.com/products/cambeck-storage-bed
slumberland,Best Home Furnishings,Best Home Furnishings,Gemily Swivel Glider,QK1042865,Chair,Motion,,Unspecified,729.99,1289.99,43.4,https://www.slumberland.com/products/gemily-swivel-glider
slumberland,La-Z-Boy,La-Z-Boy,James Leather Reclining Loveseat,QK1081504,Loveseat,Motion,,Leather,2579.99,3779.99,31.7,https://www.slumberland.com/products/james-leather-reclining-loveseat-1
slumberland,La-Z-Boy,La-Z-Boy,James Leather Reclining Console Loveseat,QK1081514,Loveseat,Motion,,Leather,2699.99,3949.99,31.6,https://www.slumberland.com/products/james-leather-reclining-console-loveseat
slumberland,La-Z-Boy,La-Z-Boy,James Leather Power Plus Reclining Sofa,QK1081506,Sofa,Motion,Power,Leather,3199.99,4599.99,30.4,https://www.slumberland.com/products/james-leather-power-plus-reclining-sofa
slumberland,La-Z-Boy,La-Z-Boy,Bennett DUO Reclining Loveseat,QK1042207,Loveseat,Motion,,Unspecified,2579.99,4909.99,47.5,https://www.slumberland.com/products/bennett-duo-reclining-loveseat
slumberland,Flexsteel,Flexsteel,Stewart Lift Recliner,QK1086114,Recliner,Motion,,Unspecified,1699.99,2249.99,24.4,https://www.slumberland.com/products/stewart-lift-recliner
slumberland,Best Home Furnishings,Best Home Furnishings,Sebra Counter Stool,QK1066079,Other,Stationary,,Unspecified,499.99,899.99,44.4,https://www.slumberland.com/products/sebra-counter-stool
slumberland,Best Home Furnishings,Best Home Furnishings,Odellum Counter Stool,QK1066049,Other,Stationary,,Fabric,499.99,949.99,47.4,https://www.slumberland.com/products/odellum-counter-stool
slumberland,Ashley,Ashley Furniture,Marcy Chair,QK1016368,Chair,Stationary,,Fabric,429.99,839.99,48.8,https://www.slumberland.com/products/marcy-chair
slumberland,Ashley,Ashley Furniture,Kegler Rocker Recliner,QK1089699,Recliner,Motion,,Unspecified,379.99,749.99,49.3,https://www.slumberland.com/products/kegler-putty-rocker-recliner
slumberland,Southern Motion,Southern Motion,Daisy Swivel Glider,QK1087502,Chair,Motion,,Leather,969.99,1799.99,46.1,https://www.slumberland.com/products/daisy-swivel-glider
slumberland,Ashley,Ashley Furniture,Centiar Bar Stool,QK1025901,Other,Stationary,,Leather,129.99,219.99,40.9,https://www.slumberland.com/products/centiar-bar-stool
slumberland,Ashley,Ashley Furniture,Bolanburg Upholstered Dining Chair,QK1038023,Chair,Stationary,,Fabric,219.99,389.99,43.6,https://www.slumberland.com/products/bolanburg-antique-white-upholstered-dining-chair
slumberland,Best Home Furnishings,Best Home Furnishings,Arrick Accent Chair,QK1061689,Chair,Stationary,,Unspecified,679.99,1169.99,41.9,https://www.slumberland.com/products/arrick-accent-chair
slumberland,Ashley,Ashley Furniture,Porter Panel Bed,QK1052627,Other,Stationary,,Unspecified,829.99,1699.99,51.2,https://www.slumberland.com/products/porter-panel-bed
slumberland,Ashley,Ashley Furniture,Culverbach Panel Bed,QK1036807,Other,Stationary,,Unspecified,349.99,699.99,50.0,https://www.slumberland.com/products/culverbach-panel-bed
slumberland,La-Z-Boy,La-Z-Boy,Tall Swivel Base,8812463,Chair,Stationary,,Unspecified,159.99,199.99,20.0,https://www.slumberland.com/products/tall-swivel-base
slumberland,La-Z-Boy,La-Z-Boy,James Leather Tri-Power Reclining Sofa,QK1081509,Sofa,Motion,Power,Leather,3399.99,5399.99,37.0,https://www.slumberland.com/products/james-leather-tri-power-reclining-sofa
slumberland,La-Z-Boy,La-Z-Boy,James Reclining Sofa,QK1081521,Sofa,Motion,,Unspecified,1599.99,2399.99,33.3,https://www.slumberland.com/products/james-reclining-sofa-1
slumberland,La-Z-Boy,La-Z-Boy,Morrison Rocker Recliner,QK1088082,Recliner,Motion,,Unspecified,629.99,1079.99,41.7,https://www.slumberland.com/products/morrison-rocker-recliner-1
slumberland,La-Z-Boy,La-Z-Boy,Rowan Rocker Recliner,QK1082401,Recliner,Motion,,Unspecified,799.99,1199.99,33.3,https://www.slumberland.com/products/rowan-rocker-recliner-1
slumberland,Ashley,Ashley Furniture,Cadmori Chest,QK1089800,Other,Stationary,,Unspecified,599.99,899.99,33.3,https://www.slumberland.com/products/cadmori-chest
slumberland,Ashley,Ashley Furniture,Cadmori Nightstand,QK1089798,Other,Stationary,,Unspecified,349.99,599.99,41.7,https://www.slumberland.com/products/cadmori-nightstand
slumberland,Ashley,Ashley Furniture,Cadmori Mirror,QK1089796,Other,Stationary,,Unspecified,89.99,139.99,35.7,https://www.slumberland.com/products/cadmori-mirror
slumberland,Ashley,Ashley Furniture,Cadmori Dresser,QK1089794,Other,Stationary,,Unspecified,599.99,739.99,18.9,https://www.slumberland.com/products/cadmori-dresser
slumberland,La-Z-Boy,La-Z-Boy,Jean Power Lift Recliner,QK1087078,Recliner,Motion,Power,Unspecified,849.99,1349.0,37.0,https://www.slumberland.com/products/jean-power-lift-recliner
slumberland,Ashley,Ashley Furniture,Hanneforth Coffee Table,QK1090395,Other,Stationary,,Unspecified,339.99,599.99,43.3,https://www.slumberland.com/products/hanneforth-warm-brown-coffee-table
slumberland,Ashley,Ashley Furniture,Hanneforth End Table,QK1090394,Other,Stationary,,Unspecified,199.99,399.99,50.0,https://www.slumberland.com/products/hanneforth-warm-brown-end-table
slumberland,Ashley,Ashley Furniture,Paxberry Dresser,QK1024600,Other,Stationary,,Unspecified,449.99,799.99,43.8,https://www.slumberland.com/products/paxberry-dresser
slumberland,La-Z-Boy,La-Z-Boy,Trouper 3 Piece Reclining Sectional,QK1090807,Sectional,Motion,,Fabric,3699.99,5719.99,35.3,https://www.slumberland.com/products/trouper-sable-3-piece-reclining-sectional
slumberland,Flexsteel,Flexsteel,Hayley Power Reclining Console Loveseat with Power Headrests,QK1086637,Loveseat,Motion,Power,Leather,3299.99,4949.98,33.3,https://www.slumberland.com/products/hayley-power-reclining-console-loveseat-with-power-headrests
slumberland,Flexsteel,Flexsteel,Hayley Power Reclining Sofa with Power Headrests,QK1086636,Sofa,Motion,Power,Leather,3299.99,4949.98,33.3,https://www.slumberland.com/products/hayley-power-reclining-sofa-with-power-headrests
slumberland,Flexsteel,Flexsteel,Hayley Power Recliner with Power Headrest,QK1086634,Recliner,Motion,Power,Leather,2299.99,3449.99,33.3,https://www.slumberland.com/products/hayley-power-recliner-with-power-headrest
slumberland,Flexsteel,Flexsteel,Amelia Power Reclining Console Loveseat with Power Headrests & Lumbar,QK1086629,Loveseat,Motion,Power,Leather,3599.99,5399.98,33.3,https://www.slumberland.com/products/amelia-power-reclining-console-loveseat-with-power-headrests-and-lumbar
slumberland,La-Z-Boy,La-Z-Boy,Tall Swivel Base Assembly Kit,QK1085427,Chair,Stationary,,Unspecified,159.99,199.99,20.0,https://www.slumberland.com/products/tall-swivel-base-assembly-kit
slumberland,Flexsteel,Flexsteel,Amelia Power Reclining Console Sofa with Power Headrests and Lumbar,QK1086628,Sofa,Motion,Power,Unspecified,3599.99,5399.98,33.3,https://www.slumberland.com/products/amelia-power-reclining-console-sofa-with-power-headrests-and-lumbar
slumberland,Flexsteel,Flexsteel,Amelia Power Recliner with Power Headrest and Lumbar,QK1086626,Recliner,Motion,Power,Leather,2599.99,3899.99,33.3,https://www.slumberland.com/products/amelia-power-recliner-with-power-headrest-and-lumbar
slumberland,Ashley,Ashley Furniture,Edenfield 3 Piece Left Chaise Sectional,QK1085627,Sectional,Stationary,,Unspecified,1299.99,1949.98,33.3,https://www.slumberland.com/products/edenfield-chaise-sectional
slumberland,Flexsteel,Flexsteel,Shaw Lift Recliner,QK1086112,Recliner,Motion,,Unspecified,1899.99,2549.99,25.5,https://www.slumberland.com/products/shaw-lift-recliner
slumberland,La-Z-Boy,La-Z-Boy,Vail Rocker Recliner,QK1087907,Recliner,Motion,,Unspecified,499.99,1129.0,55.7,https://www.slumberland.com/products/vail-rocker-recliner
slumberland,La-Z-Boy,La-Z-Boy,Morrison Tri-Power Rocker Recliner,QK1082405,Recliner,Motion,Power,Unspecified,1199.99,1879.99,36.2,https://www.slumberland.com/products/morrison-tri-power-rocker-recliner
slumberland,Ashley,Ashley Furniture,Lindyn 5 Piece Modular Sectional with Right Chaise,QK1088051,Sectional,Stationary,,Fabric,3399.99,5199.99,34.6,https://www.slumberland.com/products/lindyn-5-pc-right-chaise-sectional
slumberland,Ashley,Ashley Furniture,Lindyn 5 Piece Modular Sectional,QK1088047,Sectional,Stationary,,Fabric,3199.99,4759.99,32.8,https://www.slumberland.com/products/lindyn-5-pc-sectional
slumberland,Ashley,Ashley Furniture,Lindyn 3 Piece Modular Sofa with Right Chaise,QK1088046,Sofa,Stationary,,Fabric,1999.99,3199.99,37.5,https://www.slumberland.com/products/lindyn-3-pc-right-chaise-sectional
slumberland,Ashley,Ashley Furniture,Lindyn 2 Piece Modular Loveseat,QK1088045,Loveseat,Stationary,,Fabric,1299.99,2059.99,36.9,https://www.slumberland.com/products/lindyn-sofa
slumberland,Ashley,Ashley Furniture,Lindyn Oversized Swivel Accent Chair,QK1088032,Chair,Stationary,,Fabric,899.99,1359.99,33.8,https://www.slumberland.com/products/lindyn-accent-chair
slumberland,La-Z-Boy,La-Z-Boy,Brooks Rocker Recliner,QK1062105,Recliner,Motion,,Unspecified,649.99,1199.99,45.8,https://www.slumberland.com/products/brooks-muslin-rocker-recliner
slumberland,Ashley,Ashley Furniture,Lavenhorne Rocker Recliner,QK1082749,Recliner,Motion,,Leather,679.99,1019.99,33.3,https://www.slumberland.com/products/lavenhorne-rocker-recliner
slumberland,Ashley,Ashley Furniture,Lavenhorne Reclining Console Loveseat,QK1082748,Loveseat,Motion,,Leather,1149.99,1699.99,32.4,https://www.slumberland.com/products/lavenhorne-reclining-console-loveseat
slumberland,Ashley,Ashley Furniture,Lavenhorne Reclining Drop Table Sofa,QK1082747,Sofa,Motion,,Leather,1149.99,1699.99,32.4,https://www.slumberland.com/products/lavenhorne-reclining-drop-table-sofa
slumberland,Ashley,Ashley Furniture,Culverbach Chest,7069860,Other,Stationary,,Fabric,349.99,729.99,52.1,https://www.slumberland.com/products/culverbach-chest
slumberland,Ashley,Ashley Furniture,Culverbach Nightstand,7069864,Other,Stationary,,Fabric,199.99,389.99,48.7,https://www.slumberland.com/products/culverbach-nightstand
slumberland,Ashley,Ashley Furniture,Deidra Set of 2 Table Lamps,3189243,Other,Stationary,,Fabric,129.99,299.99,56.7,https://www.slumberland.com/products/deidra-set-of-2-table-lamps
slumberland,Ashley,Ashley Furniture,Hamlyn Chairside Table,7527003,Other,Stationary,,Unspecified,99.99,299.99,66.7,https://www.slumberland.com/products/hamlyn-chairside-table
slumberland,Ashley,Ashley Furniture,Kent Reclining Loveseat,9860686,Loveseat,Motion,,Fabric,779.99,1169.98,33.3,https://www.slumberland.com/products/kent-reclining-loveseat
slumberland,Ashley,Ashley Furniture,Kent Reclining Sofa,9860688,Sofa,Motion,,Fabric,799.99,1199.98,33.3,https://www.slumberland.com/products/kent-reclining-sofa
slumberland,Ashley,Ashley Furniture,Kent Rocker Recliner,9860625,Recliner,Motion,,Fabric,549.99,824.99,33.3,https://www.slumberland.com/products/kent-rocker-recliner
slumberland,Ashley,Ashley Furniture,Trinell Chest,4462258,Other,Stationary,,Unspecified,389.99,719.99,45.8,https://www.slumberland.com/products/trinell-chest
slumberland,Ashley,Ashley Furniture,Trinell Bookcase Headboard,QK987963,Other,Stationary,,Unspecified,279.99,569.99,50.9,https://www.slumberland.com/products/trinell-bookcase-headboard
slumberland,Ashley,Ashley Furniture,Trinell Nightstand,4462252,Other,Stationary,,Unspecified,199.99,399.99,50.0,https://www.slumberland.com/products/trinell-nightstand
slumberland,Ashley,Ashley Furniture,Trinell Mirror,4462251,Other,Stationary,,Unspecified,88.99,179.99,50.6,https://www.slumberland.com/products/trinell-mirror
slumberland,Ashley,Ashley Furniture,Trinell Panel Headboard,4465374,Other,Stationary,,Unspecified,189.99,309.99,38.7,https://www.slumberland.com/products/trinell-panel-headboard
slumberland,Ashley,Ashley Furniture,Watson End Table,4812942,Other,Stationary,,Unspecified,179.99,269.99,33.3,https://www.slumberland.com/products/watson-end-table
slumberland,Ashley,Ashley Furniture,Watson Coffee Table,4811720,Other,Stationary,,Unspecified,339.99,499.99,32.0,https://www.slumberland.com/products/watson-coffee-table
slumberland,Ashley,Ashley Furniture,Willowton Chest,2675407,Other,Stationary,,Unspecified,399.99,679.99,41.2,https://www.slumberland.com/products/willowton-chest
slumberland,Ashley,Ashley Furniture,Watson Console Table,4814984,Other,Stationary,,Unspecified,279.99,419.99,33.3,https://www.slumberland.com/products/watson-console-table
slumberland,Ashley,Ashley Furniture,Willowton Dresser,2675404,Other,Stationary,,Unspecified,499.99,869.99,42.5,https://www.slumberland.com/products/willowton-dresser
slumberland,Ashley,Ashley Furniture,Willowton Mirror,2675406,Other,Stationary,,Unspecified,79.99,159.99,50.0,https://www.slumberland.com/products/willowton-mirror
slumberland,Ashley,Ashley Furniture,Willowton Nightstand,2675405,Other,Stationary,,Unspecified,199.99,459.99,56.5,https://www.slumberland.com/products/willowton-nightstand
slumberland,La-Z-Boy,La-Z-Boy,Collage Rocker Recliner,QK1095671,Recliner,Motion,,Unspecified,399.99,999.0,60.0,https://www.slumberland.com/products/collage-rocker-recliner
slumberland,La-Z-Boy,La-Z-Boy,Jasper Rocker Recliner,QK1028986,Recliner,Motion,,Fabric,649.99,1079.99,39.8,https://www.slumberland.com/products/jasper-rocker-recliner
slumberland,La-Z-Boy,La-Z-Boy,James Rocker Recliner,5211865,Recliner,Motion,,Leather,599.99,1349.99,55.6,https://www.slumberland.com/products/james-rocker-recliner
slumberland,Ashley,Ashley Furniture,Culverbach 4 Piece Room,PASH008,Other,Stationary,,Fabric,999.99,1799.99,44.4,https://www.slumberland.com/products/culverbach-4-piece-room
slumberland,Ashley,Ashley Furniture,Trinell Bookcase Bed,PASH443,Other,Stationary,,Unspecified,449.99,974.99,53.8,https://www.slumberland.com/products/trinell-bookcase-bed
slumberland,Ashley,Ashley Furniture,Trinell Panel Bed,PASH440,Other,Stationary,,Unspecified,299.99,659.99,54.5,https://www.slumberland.com/products/trinell-panel-bed
slumberland,Ashley,Ashley Furniture,Willowton Bed,PASH269,Other,Stationary,,Unspecified,379.99,799.99,52.5,https://www.slumberland.com/products/willowton-bed
slumberland,La-Z-Boy,La-Z-Boy,Tall Wall Base,8826649,Recliner,Stationary,,Unspecified,69.99,99.99,30.0,https://www.slumberland.com/products/tall-wall-base
slumberland,La-Z-Boy,La-Z-Boy,Tall Base,8821049,Recliner,Stationary,,Unspecified,69.99,99.99,30.0,https://www.slumberland.com/products/tall-base
slumberland,Ashley,Ashley Furniture,Riles Loveseat,QK1016445,Loveseat,Stationary,,Unspecified,389.99,734.99,46.9,https://www.slumberland.com/products/riles-loveseat
slumberland,Ashley,Ashley Furniture,Riles Chair,QK988425,Chair,Stationary,,Unspecified,379.99,674.99,43.7,https://www.slumberland.com/products/riles-chair
slumberland,Ashley,Ashley Furniture,Riles Sofa,QK1016453,Sofa,Stationary,,Fabric,399.99,749.99,46.7,https://www.slumberland.com/products/riles-sofa
slumberland,Ashley,Ashley Furniture,Riles Ottoman,QK1016440,Ottoman,Stationary,,Unspecified,299.99,449.99,33.3,https://www.slumberland.com/products/riles-ottoman
slumberland,Ashley,Ashley Furniture,Realyn Chest,QK986581,Other,Stationary,,Unspecified,739.99,989.99,25.3,https://www.slumberland.com/products/realyn-chest
slumberland,Ashley,Ashley Furniture,Realyn Daybed with Storage,QK986587,Other,Stationary,,Unspecified,999.99,1499.99,33.3,https://www.slumberland.com/products/realyn-daybed-with-storage
slumberland,Ashley,Ashley Furniture,Realyn Bed,QK986585,Other,Stationary,,Unspecified,499.99,799.99,37.5,https://www.slumberland.com/products/realyn-bed
slumberland,Ashley,Ashley Furniture,Realyn Dresser,QK986580,Other,Stationary,,Unspecified,799.99,1069.99,25.2,https://www.slumberland.com/products/realyn-dresser
slumberland,Ashley,Ashley Furniture,Realyn Nightstand,QK986584,Other,Stationary,,Unspecified,299.99,419.99,28.6,https://www.slumberland.com/products/realyn-nightstand
slumberland,Ashley,Ashley Furniture,Realyn Mirror,QK986572,Other,Stationary,,Unspecified,199.99,269.99,25.9,https://www.slumberland.com/products/realyn-mirror
slumberland,Ashley,Ashley Furniture,Realyn Vanity,QK986582,Other,Stationary,,Fabric,649.99,879.99,26.1,https://www.slumberland.com/products/realyn-vanity
slumberland,Ashley,Ashley Furniture,Willowton 4 Piece Room Package,PASH270,Other,Stationary,,Unspecified,1149.99,2199.99,47.7,https://www.slumberland.com/products/willowton-4-piece-room-package
slumberland,Ashley,Ashley Furniture,Drystan Dresser,QK987524,Other,Stationary,,Fabric,359.99,609.99,41.0,https://www.slumberland.com/products/drystan-dresser
slumberland,Ashley,Ashley Furniture,Drystan Lingerie Chest,QK1018409,Other,Stationary,,Fabric,289.99,599.99,51.7,https://www.slumberland.com/products/drystan-lingerie-chest
slumberland,Ashley,Ashley Furniture,Drystan Mirror,QK987520,Other,Stationary,,Unspecified,59.99,119.99,50.0,https://www.slumberland.com/products/drystan-mirror
slumberland,Ashley,Ashley Furniture,Drystan Nightstand,QK987910,Other,Stationary,,Fabric,199.99,399.99,50.0,https://www.slumberland.com/products/drystan-nightstand
slumberland,Ashley,Ashley Furniture,Trinell Captains Bed,QK988462,Other,Stationary,,Unspecified,639.99,1454.98,56.0,https://www.slumberland.com/products/trinell-captains-bed
slumberland,Ashley,Ashley Furniture,Drystan Headboard,QK989803,Other,Stationary,,Unspecified,239.99,409.99,41.5,https://www.slumberland.com/products/drystan-headboard
slumberland,Ashley,Ashley Furniture,Todoe Lift Top Coffee Table,QK1012111,Other,Stationary,,Unspecified,579.99,1059.99,45.3,https://www.slumberland.com/products/todoe-lift-top-coffee-table
slumberland,Ashley,Ashley Furniture,Rosa Chairside Table,QK1012112,Other,Stationary,,Unspecified,199.99,299.99,33.3,https://www.slumberland.com/products/rosa-chairside-table
slumberland,Ashley,Ashley Furniture,Todoe End Table,QK1012110,Other,Stationary,,Unspecified,229.99,419.99,45.2,https://www.slumberland.com/products/todoe-end-table
slumberland,Ashley,Ashley Furniture,Rosa End Table,QK1012114,Other,Stationary,,Unspecified,279.99,459.99,39.1,https://www.slumberland.com/products/rosa-end-table
slumberland,Ashley,Ashley Furniture,Rosa Storage Coffee Table,QK1012115,Other,Stationary,,Unspecified,489.99,789.99,38.0,https://www.slumberland.com/products/rosa-storage-coffee-table
slumberland,Ashley,Ashley Furniture,Wynnlow Bed,QK1012359,Other,Stationary,,Unspecified,599.99,999.99,40.0,https://www.slumberland.com/products/wynnlow-bed
slumberland,Ashley,Ashley Furniture,Wynnlow Chest,QK1012354,Other,Stationary,,Unspecified,429.99,699.99,38.6,https://www.slumberland.com/products/wynnlow-chest
slumberland,Ashley,Ashley Furniture,Wynnlow Mirror,QK1012347,Other,Stationary,,Unspecified,79.99,199.99,60.0,https://www.slumberland.com/products/wynnlow-mirror
slumberland,Ashley,Ashley Furniture,Wynnlow Dresser,QK1012355,Other,Stationary,,Unspecified,399.99,799.99,50.0,https://www.slumberland.com/products/wynnlow-dresser
slumberland,Ashley,Ashley Furniture,Wynnlow Nightstand,QK1012353,Other,Stationary,,Unspecified,199.99,399.99,50.0,https://www.slumberland.com/products/wynnlow-nightstand
slumberland,Ashley,Ashley Furniture,Nerviano Wall Hugging Recliner,QK1013132,Recliner,Motion,,Unspecified,269.99,629.99,57.1,https://www.slumberland.com/products/nerviano-wall-hugging-recliner
slumberland,Ashley,Ashley Furniture,McGann Rocker Recliner,QK1013117,Recliner,Motion,,Leather,399.99,789.99,49.4,https://www.slumberland.com/products/mcgann-rocker-recliner
slumberland,Ashley,Ashley Furniture,Trinell Panel Bed with Twin Trundle,PASH448,Other,Stationary,,Unspecified,539.99,1229.98,56.1,https://www.slumberland.com/products/trinell-panel-bed-with-twin-trundle
slumberland,Ashley,Ashley Furniture,Caitbrook Backless Counter Stool,QK1013414,Other,Stationary,,Unspecified,79.99,139.99,42.9,https://www.slumberland.com/products/caitbrook-backless-counter-stool
slumberland,Ashley,Ashley Furniture,Caitbrook X Back Counter Stool,QK1013415,Other,Stationary,,Unspecified,119.99,199.99,40.0,https://www.slumberland.com/products/caitbrook-x-back-counter-stool
slumberland,Ashley,Ashley Furniture,Caitbrook 5 Piece X Back Counter Dining Set,QK1013417,Other,Stationary,,Unspecified,749.99,1424.98,47.4,https://www.slumberland.com/products/caitbrook-5-piece-x-back-counter-dining-set
slumberland,Ashley,Ashley Furniture,Caitbrook 5 Piece Backless Counter Dining Set,QK1013416,Other,Stationary,,Unspecified,599.99,1199.98,50.0,https://www.slumberland.com/products/caitbrook-5-piece-backless-counter-dining-set
slumberland,Ashley,Ashley Furniture,Caitbrook Counter Height Table,QK1013418,Other,Stationary,,Unspecified,369.99,649.99,43.1,https://www.slumberland.com/products/caitbrook-counter-height-table
slumberland,Ashley,Ashley Furniture,Roybeck Accent Cabinet,QK1013459,Chair,Stationary,,Unspecified,379.99,609.99,37.7,https://www.slumberland.com/products/roybeck-accent-cabinet
slumberland,Ashley,Ashley Furniture,Roybeck Set of 3 Tables,QK1013463,Other,Stationary,,Unspecified,489.99,789.99,38.0,https://www.slumberland.com/products/roybeck-set-of-3-tables
slumberland,Ashley,Ashley Furniture,Tarrin Set of 3 Tables,QK1013462,Other,Stationary,,Unspecified,339.99,609.99,44.3,https://www.slumberland.com/products/tarrin-set-of-3-tables
slumberland,Best Home Furnishings,Best Home Furnishings,Cass Swivel Glider Accent Chair,QK1013796,Chair,Motion,,Unspecified,539.99,1099.99,50.9,https://www.slumberland.com/products/cass-swivel-glider-accent-chair
slumberland,Ashley,Ashley Furniture,Cambeck Chest,QK1014871,Other,Stationary,,Unspecified,349.99,609.99,42.6,https://www.slumberland.com/products/cambeck-chest
slumberland,Ashley,Ashley Furniture,Cambeck 5 Drawer Chest,QK1014872,Other,Stationary,,Unspecified,349.99,609.99,42.6,https://www.slumberland.com/products/cambeck-5-drawer-chest
slumberland,Ashley,Ashley Furniture,Cambeck Dresser,QK1014870,Other,Stationary,,Unspecified,379.99,609.99,37.7,https://www.slumberland.com/products/cambeck-dresser
slumberland,Ashley,Ashley Furniture,Cambeck Mirror,QK1014862,Other,Stationary,,Unspecified,79.99,119.99,33.3,https://www.slumberland.com/products/cambeck-mirror
slumberland,Ashley,Ashley Furniture,Cambeck Panel Headboard,QK1014864,Other,Stationary,,Unspecified,249.99,409.99,39.0,https://www.slumberland.com/products/cambeck-panel-headboard
slumberland,Ashley,Ashley Furniture,Cambeck Nightstand,QK1014869,Other,Stationary,,Unspecified,249.99,399.99,37.5,https://www.slumberland.com/products/cambeck-nightstand
slumberland,La-Z-Boy,La-Z-Boy,Randell Rocker Recliner,QK1015065,Recliner,Motion,,Unspecified,1099.99,1599.99,31.3,https://www.slumberland.com/products/randell-rocker-recliner
slumberland,Ashley,Ashley Furniture,Aniela Set of 2 Table Lamps,QK1015864,Other,Stationary,,Unspecified,129.99,311.99,58.3,https://www.slumberland.com/products/aniela-set-of-2-table-lamps
slumberland,Ashley,Ashley Furniture,Laurentia Table Lamp,QK1015866,Other,Stationary,,Unspecified,79.99,167.99,52.4,https://www.slumberland.com/products/laurentia-table-lamp
slumberland,Ashley,Ashley Furniture,Shianne Floor Lamp,QK1015872,Other,Stationary,,Fabric,139.99,349.99,60.0,https://www.slumberland.com/products/shianne-floor-lamp
slumberland,La-Z-Boy,La-Z-Boy,Trouper Rocker Recliner,QK1016034,Recliner,Motion,,Unspecified,749.99,1349.99,44.4,https://www.slumberland.com/products/trouper-rocker-recliner
