date,series,value
1897-07-23,germany,0.6433
1897-07-30,france,0.4317
1897-07-30,russia,1.4385
1897-07-30,germany,0.646
1897-08-06,france,0.4282
1897-08-06,russia,1.4721
1897-08-06,germany,0.6356
1897-08-13,france,0.4107
1897-08-13,russia,1.3971
1897-08-13,germany,0.6168
1897-08-20,france,0.412
1897-08-20,russia,1.3971
1897-08-20,germany,0.6325
1897-08-27,france,0.4236
1897-08-27,russia,1.3879
1897-08-27,germany,0.6168
1897-09-03,france,0.4127
1897-09-03,russia,1.366
1897-09-03,germany,0.5949
1897-09-10,france,0.4079
1897-09-10,russia,1.3522
1897-09-10,germany,0.6106
1897-09-17,france,0.4419
1897-09-17,russia,1.3441
1897-09-17,germany,0.6161
1897-09-24,france,0.4434
1897-09-24,russia,1.3505
1897-09-24,germany,0.6133
1897-10-01,france,0.4544
1897-10-01,russia,1.3954
1897-10-01,germany,0.6696
1897-10-08,france,0.447
1897-10-08,russia,1.3807
1897-10-08,germany,0.6641
1897-10-15,france,0.4489
1897-10-15,russia,1.3807
1897-10-15,germany,0.6641
1897-10-22,france,0.4441
1897-10-22,russia,1.3752
1897-10-22,germany,0.6424
1897-10-29,france,0.4447
1897-10-29,russia,1.3807
1897-10-29,germany,0.648
1897-11-12,france,0.4572
1897-11-12,russia,1.3987
1897-11-12,germany,0.6752
1897-11-19,france,0.4646
1897-11-19,russia,1.4068
1897-11-19,germany,0.6832
1897-11-26,france,0.4714
1897-11-26,russia,1.4094
1897-11-26,germany,0.6859
1897-12-03,france,0.4545
1897-12-03,russia,1.3869
1897-12-03,germany,0.6725
1897-12-10,france,0.4552
1897-12-10,russia,1.3895
1897-12-10,germany,0.6752
1897-12-17,france,0.4728
1897-12-17,russia,1.3869
1897-12-17,germany,0.6725
1897-12-24,france,0.4646
1897-12-24,russia,1.3879
1897-12-24,germany,0.6644
1897-12-31,france,0.4803
1897-12-31,russia,1.3922
1897-12-31,germany,0.6618
1898-01-07,france,0.4712
1898-01-07,russia,1.4264
1898-01-07,germany,0.6592
1898-01-14,france,0.4735
1898-01-14,russia,1.4237
1898-01-14,germany,0.6565
1898-01-21,france,0.4756
1898-01-21,russia,1.4331
1898-01-21,germany,0.6565
1898-01-28,france,0.4672
1898-01-28,russia,1.421
1898-01-28,germany,0.6538
1898-02-04,france,0.4561
1898-02-04,russia,1.4091
1898-02-04,germany,0.6511
1898-02-11,france,0.4566
1898-02-11,russia,1.4145
1898-02-11,germany,0.6565
1898-02-18,france,0.4532
1898-02-18,russia,1.3842
1898-02-18,germany,0.6379
1898-02-25,france,0.4593
1898-02-25,russia,1.4079
1898-02-25,germany,0.6433
1898-03-04,france,0.4237
1898-03-04,russia,1.3797
1898-03-04,germany,0.6243
1898-03-11,france,0.421
1898-03-11,russia,1.3899
1898-03-11,germany,0.6161
1898-03-18,france,0.4502
1898-03-18,russia,1.3954
1898-03-18,germany,0.6374
1898-03-25,france,0.4377
1898-03-25,russia,1.3965
1898-03-25,germany,0.6292
1898-04-01,france,0.4399
1898-04-01,russia,1.4246
1898-04-01,germany,0.6778
1898-04-08,france,0.4337
1898-04-08,russia,1.4421
1898-04-08,germany,0.6667
1898-04-15,france,0.4473
1898-04-15,russia,1.4558
1898-04-15,germany,0.6611
1898-04-22,france,0.4536
1898-04-22,russia,1.4498
1898-04-22,germany,0.6522
1898-04-29,france,0.4662
1898-04-29,russia,1.4266
1898-04-29,germany,0.6915
1898-05-06,france,0.4345
1898-05-06,russia,1.3938
1898-05-06,germany,0.6447
1898-05-13,france,0.4394
1898-05-13,russia,1.3779
1898-05-13,germany,0.6475
1898-05-20,france,0.4479
1898-05-20,russia,1.3966
1898-05-20,germany,0.6475
1898-05-27,france,0.4587
1898-05-27,russia,1.4001
1898-05-27,germany,0.6696
1898-06-03,france,0.4511
1898-06-03,russia,1.3825
1898-06-03,germany,0.6614
1898-06-10,france,0.4392
1898-06-10,russia,1.3614
1898-06-10,germany,0.6586
1898-06-17,france,0.4548
1898-06-17,russia,1.3678
1898-06-17,germany,0.6559
1898-06-24,france,0.4499
1898-06-24,russia,1.3558
1898-06-24,germany,0.686
1898-07-01,france,0.4714
1898-07-01,russia,1.3751
1898-07-01,germany,0.6887
1898-07-08,france,0.4489
1898-07-08,russia,1.3946
1898-07-08,germany,0.697
1898-07-15,france,0.4441
1898-07-15,russia,1.3733
1898-07-15,germany,0.6943
1898-07-22,france,0.4406
1898-07-22,russia,1.3522
1898-07-22,germany,0.6915
1898-07-29,france,0.4302
1898-07-29,russia,1.3411
1898-07-29,germany,0.6804
1898-08-05,france,0.4127
1898-08-05,russia,1.3265
1898-08-05,germany,0.6748
1898-08-12,france,0.4176
1898-08-12,russia,1.3475
1898-08-12,germany,0.6776
1898-08-19,france,0.4148
1898-08-19,russia,1.3355
1898-08-19,germany,0.6748
1898-08-26,france,0.4302
1898-08-26,russia,1.3293
1898-08-26,germany,0.6776
1898-09-02,france,0.4028
1898-09-02,russia,1.3186
1898-09-02,germany,0.6579
1898-09-09,france,0.4056
1898-09-09,russia,1.3215
1898-09-09,germany,0.6607
1898-09-16,france,0.4013
1898-09-16,russia,1.3249
1898-09-16,germany,0.6551
1898-09-23,france,0.4226
1898-09-23,russia,1.3249
1898-09-23,germany,0.6718
1898-09-30,france,0.4226
1898-09-30,russia,1.3278
1898-09-30,germany,0.6746
1898-10-07,france,0.4261
1898-10-07,russia,1.3684
1898-10-07,germany,0.7201
1898-10-14,france,0.419
1898-10-14,russia,1.3663
1898-10-14,germany,0.7086
1898-10-21,france,0.4182
1898-10-21,russia,1.3861
1898-10-21,germany,0.7
1898-10-28,france,0.4247
1898-10-28,russia,1.3919
1898-10-28,germany,0.7058
1898-11-04,france,0.4284
1898-11-04,russia,1.3824
1898-11-04,germany,0.7058
1898-11-11,france,0.4498
1898-11-11,russia,1.4053
1898-11-11,germany,0.7286
1898-11-18,france,0.4576
1898-11-18,russia,1.4397
1898-11-18,germany,0.7343
1898-11-25,france,0.4586
1898-11-25,russia,1.4373
1898-11-25,germany,0.7339
1898-12-02,france,0.436
1898-12-02,russia,1.4166
1898-12-02,germany,0.7056
1898-12-09,france,0.4261
1898-12-09,russia,1.4205
1898-12-09,germany,0.717
1898-12-16,france,0.4261
1898-12-16,russia,1.4109
1898-12-16,germany,0.7
1898-12-23,france,0.4505
1898-12-23,russia,1.3986
1898-12-23,germany,0.6972
1898-12-30,france,0.4679
1898-12-30,russia,1.4277
1898-12-30,germany,0.7168
1899-01-06,france,0.4733
1899-01-06,russia,1.4481
1899-01-06,germany,0.7084
1899-01-13,france,0.4823
1899-01-13,russia,1.4497
1899-01-13,germany,0.7366
1899-01-20,france,0.4735
1899-01-20,russia,1.4144
1899-01-20,germany,0.7394
1899-01-27,france,0.4684
1899-01-27,russia,1.4144
1899-01-27,germany,0.7394
1899-02-03,france,0.4492
1899-02-03,russia,1.4116
1899-02-03,germany,0.7366
1899-02-10,france,0.4436
1899-02-10,russia,1.3994
1899-02-10,germany,0.7339
1899-02-17,france,0.4414
1899-02-17,russia,1.4022
1899-02-17,germany,0.7366
1899-02-24,france,0.4456
1899-02-24,russia,1.3863
1899-02-24,germany,0.7394
1899-03-03,france,0.4225
1899-03-03,russia,1.4071
1899-03-03,germany,0.7227
1899-03-10,france,0.4176
1899-03-10,russia,1.4014
1899-03-10,germany,0.717
1899-03-17,france,0.4396
1899-03-17,russia,1.4014
1899-03-17,germany,0.7343
1899-03-24,france,0.4536
1899-03-24,russia,1.4155
1899-03-24,germany,0.7658
1899-03-31,france,0.4552
1899-03-31,russia,1.4127
1899-03-31,germany,0.763
1899-04-07,france,0.4525
1899-04-07,russia,1.4522
1899-04-07,germany,0.79
1899-04-14,france,0.452
1899-04-14,russia,1.4494
1899-04-14,germany,0.8234
1899-04-21,france,0.4581
1899-04-21,russia,1.4578
1899-04-21,germany,0.7778
1899-04-28,france,0.4554
1899-04-28,russia,1.4425
1899-04-28,germany,0.7722
1899-05-05,france,0.4418
1899-05-05,russia,1.4081
1899-05-05,germany,0.7665
1899-05-12,france,0.4346
1899-05-12,russia,1.3826
1899-05-12,germany,0.7694
1899-05-19,france,0.4375
1899-05-19,russia,1.3826
1899-05-19,germany,0.7694
1899-05-26,france,0.4297
1899-05-26,russia,1.3741
1899-05-26,germany,0.7609
1899-06-02,france,0.4147
1899-06-02,russia,1.3447
1899-06-02,germany,0.7408
1899-06-09,france,0.4037
1899-06-09,russia,1.3209
1899-06-09,germany,0.7263
1899-06-16,france,0.406
1899-06-16,russia,1.336
1899-06-16,germany,0.768
1899-06-23,france,0.4137
1899-06-23,russia,1.3372
1899-06-23,germany,0.787
1899-06-30,france,0.4195
1899-06-30,russia,1.3283
1899-06-30,germany,0.7415
1899-07-07,france,0.3967
1899-07-07,russia,1.3575
1899-07-07,germany,0.7326
1899-07-14,france,0.389
1899-07-14,russia,1.3521
1899-07-14,germany,0.7358
1899-07-21,france,0.4077
1899-07-21,russia,1.3671
1899-07-21,germany,0.7508
1899-07-28,france,0.4238
1899-07-28,russia,1.346
1899-07-28,germany,0.7115
1899-08-04,france,0.4003
1899-08-04,russia,1.3307
1899-08-04,germany,0.6962
1899-08-11,france,0.4025
1899-08-11,russia,1.3277
1899-08-11,germany,0.7298
1899-08-18,france,0.4148
1899-08-18,russia,1.346
1899-08-18,germany,0.7668
1899-08-25,france,0.4018
1899-08-25,russia,1.3532
1899-08-25,germany,0.7734
1899-09-01,france,0.3803
1899-09-01,russia,1.3728
1899-09-01,germany,0.7546
1899-09-08,france,0.3496
1899-09-08,russia,1.3355
1899-09-08,germany,0.7361
1899-09-15,france,0.3485
1899-09-15,russia,1.3153
1899-09-15,germany,0.7174
1899-09-22,france,0.3424
1899-09-22,russia,1.2996
1899-09-22,germany,0.7018
1899-09-29,france,0.3418
1899-09-29,russia,1.2901
1899-09-29,germany,0.6923
1899-10-06,france,0.3179
1899-10-06,russia,1.3466
1899-10-06,germany,0.7651
1899-10-13,france,0.3401
1899-10-13,russia,1.3658
1899-10-13,germany,0.7649
1899-10-20,france,0.3494
1899-10-20,russia,1.3521
1899-10-20,germany,0.7519
1899-10-27,france,0.355
1899-10-27,russia,1.3386
1899-10-27,germany,0.7583
1899-11-03,france,0.3438
1899-11-03,russia,1.326
1899-11-03,germany,0.7077
1899-11-10,france,0.3427
1899-11-10,russia,1.3394
1899-11-10,germany,0.7202
1899-11-17,france,0.3374
1899-11-17,russia,1.3394
1899-11-17,germany,0.7014
1899-11-24,france,0.3156
1899-11-24,russia,1.3169
1899-11-24,germany,0.6788
1899-12-01,france,0.3152
1899-12-01,russia,1.3201
1899-12-01,germany,0.6821
1899-12-08,france,0.2864
1899-12-08,russia,1.2972
1899-12-08,germany,0.678
1899-12-15,france,0.2812
1899-12-15,russia,1.2906
1899-12-15,germany,0.6714
1899-12-22,france,0.2184
1899-12-22,russia,1.2312
1899-12-22,germany,0.6493
1899-12-29,france,0.2642
1899-12-29,russia,1.2462
1899-12-29,germany,0.607
1900-01-19,france,0.3017
1900-01-19,russia,1.3139
1900-01-19,germany,0.6747
1900-01-26,france,0.2742
1900-01-26,russia,1.2475
1900-01-26,germany,0.648
1900-02-16,france,0.2586
1900-02-16,russia,1.2278
1900-02-16,germany,0.6863
1900-02-23,france,0.2587
1900-02-23,russia,1.2218
1900-02-23,germany,0.7192
1900-03-16,france,0.223
1900-03-16,russia,1.2346
1900-03-16,germany,0.7322
1900-03-23,france,0.2585
1900-03-23,russia,1.2512
1900-03-23,germany,0.7489
1900-03-30,france,0.2529
1900-03-30,russia,1.2315
1900-03-30,germany,0.7389
1900-04-13,france,0.2348
1900-04-13,russia,1.2706
1900-04-13,germany,0.769
1900-04-20,france,0.2465
1900-04-20,russia,1.2706
1900-04-20,germany,0.7894
1900-04-27,france,0.2505
1900-04-27,russia,1.2673
1900-04-27,germany,0.786
1900-05-18,france,0.2599
1900-05-18,russia,1.294
1900-05-18,germany,0.8027
1900-05-25,france,0.2624
1900-05-25,russia,1.2906
1900-05-25,germany,0.7994
1900-06-15,france,0.2569
1900-06-15,russia,1.3141
1900-06-15,germany,0.7225
1900-06-22,france,0.2731
1900-06-22,russia,1.294
1900-06-22,germany,0.7221
1900-06-29,france,0.2645
1900-06-29,russia,1.2805
1900-06-29,germany,0.699
1900-07-13,france,0.223
1900-07-13,russia,1.2935
1900-07-13,germany,0.6705
1900-07-20,france,0.198
1900-07-20,russia,1.3211
1900-07-20,germany,0.6549
1900-07-27,france,0.1969
1900-07-27,russia,1.307
1900-07-27,germany,0.6822
1900-08-17,france,0.208
1900-08-17,russia,1.2729
1900-08-17,germany,0.7106
1900-08-24,france,0.1788
1900-08-24,russia,1.2277
1900-08-24,germany,0.6657
1900-08-31,france,0.1901
1900-08-31,russia,1.2419
1900-08-31,germany,0.6799
1900-09-14,france,0.1798
1900-09-14,russia,1.2217
1900-09-14,germany,0.6599
1900-09-21,france,0.2051
1900-09-21,russia,1.2383
1900-09-21,germany,0.6763
1900-09-28,france,0.2096
1900-09-28,russia,1.2588
1900-09-28,germany,0.6965
1900-10-19,france,0.2242
1900-10-19,russia,1.297
1900-10-19,germany,0.7551
1900-10-26,france,0.217
1900-10-26,russia,1.2729
1900-10-26,germany,0.6705
1900-11-16,france,0.1917
1900-11-16,russia,1.1981
1900-11-16,germany,0.6763
1900-11-23,france,0.1938
1900-11-23,russia,1.2017
1900-11-23,germany,0.6799
1900-11-30,france,0.1771
1900-11-30,russia,1.1748
1900-11-30,germany,0.6529
1900-12-14,france,0.1192
1900-12-14,russia,1.1301
1900-12-14,germany,0.6081
1900-12-21,france,0.1389
1900-12-21,russia,1.1192
1900-12-21,germany,0.5972
1900-12-28,france,0.1388
1900-12-28,russia,1.1337
1900-12-28,germany,0.6117
1901-01-18,france,0.1017
1901-01-18,russia,1.1278
1901-01-18,germany,0.6059
1901-01-25,france,0.1032
1901-01-25,russia,1.1315
1901-01-25,germany,0.5899
1901-02-15,france,0.1178
1901-02-15,russia,1.1143
1901-02-15,germany,0.5539
1901-02-22,france,0.1156
1901-02-22,russia,1.1337
1901-02-22,germany,0.5729
1901-03-15,france,0.0836
1901-03-15,russia,1.0755
1901-03-15,germany,0.5247
1901-03-22,france,0.0947
1901-03-22,russia,1.057
1901-03-22,germany,0.5252
1901-03-29,france,0.0887
1901-03-29,russia,1.0688
1901-03-29,germany,0.4987
1901-04-19,france,0.0675
1901-04-19,russia,1.0657
1901-04-19,germany,0.5535
1901-04-26,france,0.0364
1901-04-26,russia,1.0426
1901-04-26,germany,0.4913
1901-05-17,france,0.0299
1901-05-17,russia,1.0426
1901-05-17,germany,0.5108
1901-05-24,france,0.0406
1901-05-24,russia,1.0387
1901-05-24,germany,0.5069
1901-05-31,france,0.0365
1901-05-31,russia,1.031
1901-05-31,germany,0.4797
1901-06-14,france,0.0457
1901-06-14,russia,1.0192
1901-06-14,germany,0.4874
1901-06-21,france,0.0575
1901-06-21,russia,1.0036
1901-06-21,germany,0.4335
1901-06-28,france,0.0496
1901-06-28,russia,0.9958
1901-06-28,germany,0.3882
1901-07-19,france,0.0261
1901-07-19,russia,1.047
1901-07-19,germany,0.3803
1901-07-26,france,0.0283
1901-07-26,russia,1.0671
1901-07-26,germany,0.3803
1901-08-16,france,0.0518
1901-08-16,russia,1.0777
1901-08-16,germany,0.3943
1901-08-23,france,0.0518
1901-08-23,russia,1.0385
1901-08-23,germany,0.3943
1901-08-30,france,0.0504
1901-08-30,russia,1.0385
1901-08-30,germany,0.3943
1901-09-13,france,0.02
1901-09-13,russia,1.0154
1901-09-13,germany,0.3712
1901-09-20,france,0.0345
1901-09-20,russia,1.0036
1901-09-20,germany,0.3595
1901-09-27,france,0.0161
1901-09-27,russia,0.9918
1901-09-27,germany,0.3476
1901-10-18,france,0.0405
1901-10-18,russia,1.071
1901-10-18,germany,0.4217
1901-10-25,france,0.0143
1901-10-25,russia,1.0471
1901-10-25,germany,0.3978
1901-11-15,france,-0.0177
1901-11-15,russia,1.0068
1901-11-15,germany,0.3776
1901-11-22,france,-0.0292
1901-11-22,russia,1.0027
1901-11-22,germany,0.3926
1901-11-29,france,-0.0284
1901-11-29,russia,0.9631
1901-11-29,germany,0.3735
1901-12-13,france,-0.0104
1901-12-13,russia,1.0111
1901-12-13,germany,0.383
1901-12-20,france,0.0688
1901-12-20,russia,1.0231
1901-12-20,germany,0.4156
1901-12-27,france,0.0846
1901-12-27,russia,1.027
1901-12-27,germany,0.4194
1904-01-15,france,-0.0567
1904-01-15,russia,0.9776
1904-01-15,austria_hungary,0.7966
1904-01-15,germany,0.1899
1904-01-22,france,-0.0487
1904-01-22,russia,0.9448
1904-01-22,austria_hungary,0.7673
1904-01-22,germany,0.1625
1904-01-29,france,-0.0541
1904-01-29,russia,0.9731
1904-01-29,austria_hungary,0.754
1904-01-29,germany,0.1492
1904-02-19,france,-0.0396
1904-02-19,russia,1.2809
1904-02-19,austria_hungary,0.7332
1904-02-19,germany,0.1449
1904-02-26,france,-0.0238
1904-02-26,russia,1.1594
1904-02-26,austria_hungary,0.8116
1904-02-26,germany,0.2014
1904-03-18,france,-0.0287
1904-03-18,russia,1.0853
1904-03-18,austria_hungary,0.7904
1904-03-18,germany,0.1819
1904-03-25,france,-0.0623
1904-03-25,russia,1.0398
1904-03-25,austria_hungary,0.7674
1904-03-25,germany,0.1589
1904-04-15,france,-0.0458
1904-04-15,russia,1.1893
1904-04-15,austria_hungary,0.8883
1904-04-15,germany,0.259
1904-04-22,france,-0.038
1904-04-22,russia,1.2361
1904-04-22,austria_hungary,0.8883
1904-04-22,germany,0.2781
1904-04-29,france,-0.0071
1904-04-29,russia,1.2709
1904-04-29,austria_hungary,0.8835
1904-04-29,germany,0.2939
1904-05-13,france,0.0585
1904-05-13,russia,1.4473
1904-05-13,austria_hungary,0.9133
1904-05-13,germany,0.3237
1904-05-20,france,0.0671
1904-05-20,russia,1.4599
1904-05-20,austria_hungary,0.9259
1904-05-20,germany,0.3553
1904-05-27,france,0.0507
1904-05-27,russia,1.4389
1904-05-27,austria_hungary,0.9175
1904-05-27,germany,0.347
1904-06-17,france,0.034
1904-06-17,russia,1.3893
1904-06-17,austria_hungary,0.9175
1904-06-17,germany,0.3091
1904-06-24,france,0.0209
1904-06-24,russia,1.273
1904-06-24,austria_hungary,0.9091
1904-06-24,germany,0.282
1904-07-15,france,-0.0188
1904-07-15,russia,1.2677
1904-07-15,austria_hungary,0.8921
1904-07-15,germany,0.265
1904-07-22,france,-0.0449
1904-07-22,russia,1.2567
1904-07-22,austria_hungary,0.8574
1904-07-22,germany,0.2304
1904-07-29,france,-0.0403
1904-07-29,russia,1.2598
1904-07-29,austria_hungary,0.8098
1904-07-29,germany,0.2402
1904-08-19,france,-0.0536
1904-08-19,russia,1.2718
1904-08-19,austria_hungary,0.8098
1904-08-19,germany,0.2402
1904-08-26,france,-0.0567
1904-08-26,russia,1.2479
1904-08-26,austria_hungary,0.8098
1904-08-26,germany,0.2402
1904-09-16,france,-0.0801
1904-09-16,russia,1.2053
1904-09-16,austria_hungary,0.8142
1904-09-16,germany,0.226
1904-09-23,france,-0.049
1904-09-23,russia,1.2243
1904-09-23,austria_hungary,0.8098
1904-09-23,germany,0.2216
1904-09-30,france,-0.0339
1904-09-30,russia,1.2097
1904-09-30,austria_hungary,0.8186
1904-09-30,germany,0.2304
1904-10-14,france,-0.0474
1904-10-14,russia,1.1893
1904-10-14,austria_hungary,0.8487
1904-10-14,germany,0.2781
1904-10-21,france,-0.0389
1904-10-21,russia,1.2025
1904-10-21,austria_hungary,0.8618
1904-10-21,germany,0.2912
1904-10-28,france,-0.0528
1904-10-28,russia,1.1877
1904-10-28,austria_hungary,0.8354
1904-10-28,germany,0.2841
1904-11-18,france,-0.0672
1904-11-18,russia,1.1597
1904-11-18,austria_hungary,0.8032
1904-11-18,germany,0.2715
1904-11-25,france,-0.0733
1904-11-25,russia,1.169
1904-11-25,austria_hungary,0.801
1904-11-25,germany,0.2502
1904-12-16,france,-0.0697
1904-12-16,russia,1.1849
1904-12-16,austria_hungary,0.8054
1904-12-16,germany,0.2358
1904-12-23,france,-0.0406
1904-12-23,russia,1.2295
1904-12-23,austria_hungary,0.8032
1904-12-23,germany,0.2336
1904-12-30,france,-0.0351
1904-12-30,russia,1.2642
1904-12-30,austria_hungary,0.8142
1904-12-30,germany,0.2446
1905-01-13,france,-0.0469
1905-01-13,russia,1.3248
1905-01-13,austria_hungary,0.8142
1905-01-13,germany,0.2446
1905-01-20,france,-0.0564
1905-01-20,russia,1.3634
1905-01-20,austria_hungary,0.8032
1905-01-20,germany,0.2336
1905-01-27,france,-0.0472
1905-01-27,russia,1.3663
1905-01-27,austria_hungary,0.8186
1905-01-27,germany,0.249
1905-02-17,france,-0.0412
1905-02-17,russia,1.3386
1905-02-17,austria_hungary,0.8385
1905-02-17,germany,0.2517
1905-02-24,france,-0.0171
1905-02-24,russia,1.4557
1905-02-24,austria_hungary,0.8574
1905-02-24,germany,0.2706
1905-03-17,france,-0.0017
1905-03-17,russia,1.5577
1905-03-17,austria_hungary,0.8698
1905-03-17,germany,0.3012
1905-03-24,france,-0.0099
1905-03-24,russia,1.4933
1905-03-24,austria_hungary,0.8698
1905-03-24,germany,0.3012
1905-03-31,france,0.0055
1905-03-31,russia,1.4349
1905-03-31,austria_hungary,0.912
1905-03-31,germany,0.2871
1905-04-14,france,-0.0044
1905-04-14,russia,1.5343
1905-04-14,austria_hungary,0.9363
1905-04-14,germany,0.3279
1905-04-21,france,-0.0099
1905-04-21,russia,1.5542
1905-04-21,austria_hungary,0.9301
1905-04-21,germany,0.3217
1905-04-28,france,-0.0022
1905-04-28,russia,1.5506
1905-04-28,austria_hungary,0.9133
1905-04-28,germany,0.3237
1905-05-19,france,-0.0303
1905-05-19,russia,1.4578
1905-05-19,austria_hungary,0.9112
1905-05-19,germany,0.3216
1905-05-26,france,-0.0366
1905-05-26,russia,1.46
1905-05-26,austria_hungary,0.9133
1905-05-26,germany,0.3049
1905-06-16,france,-0.0177
1905-06-16,russia,1.4079
1905-06-16,austria_hungary,0.9238
1905-06-16,germany,0.3154
1905-06-23,france,-0.0006
1905-06-23,russia,1.4347
1905-06-23,austria_hungary,0.9133
1905-06-23,germany,0.3237
1905-06-30,france,-0.0186
1905-06-30,russia,1.4965
1905-06-30,austria_hungary,0.8985
1905-06-30,germany,0.3089
1905-07-14,france,-0.0111
1905-07-14,russia,1.5632
1905-07-14,austria_hungary,0.8871
1905-07-14,germany,0.3175
1905-07-21,france,-0.034
1905-07-21,russia,1.573
1905-07-21,austria_hungary,0.8703
1905-07-21,germany,0.3006
1905-07-28,france,-0.0227
1905-07-28,russia,1.479
1905-07-28,austria_hungary,0.8808
1905-07-28,germany,0.3112
1905-08-18,france,-0.0298
1905-08-18,russia,1.4327
1905-08-18,austria_hungary,0.885
1905-08-18,germany,0.3154
1905-08-25,france,-0.0249
1905-08-25,russia,1.4369
1905-08-25,austria_hungary,0.8892
1905-08-25,germany,0.3196
1905-09-15,france,-0.0745
1905-09-15,russia,1.1687
1905-09-15,austria_hungary,0.8194
1905-09-15,germany,0.2693
1905-09-22,france,-0.063
1905-09-22,russia,1.14
1905-09-22,austria_hungary,0.813
1905-09-22,germany,0.2815
1905-09-29,france,-0.0657
1905-09-29,russia,1.1358
1905-09-29,austria_hungary,0.8087
1905-09-29,germany,0.2772
1905-10-13,france,-0.0909
1905-10-13,russia,1.1866
1905-10-13,austria_hungary,0.8186
1905-10-13,germany,0.3061
1905-10-20,france,-0.0782
1905-10-20,russia,1.2025
1905-10-20,austria_hungary,0.823
1905-10-20,germany,0.3105
1905-10-27,france,-0.1085
1905-10-27,russia,1.3239
1905-10-27,austria_hungary,0.801
1905-10-27,germany,0.308
1905-11-17,france,-0.0969
1905-11-17,russia,1.4947
1905-11-17,austria_hungary,0.897
1905-11-17,germany,0.3061
1905-11-24,france,-0.0841
1905-11-24,russia,1.4215
1905-11-24,austria_hungary,0.9144
1905-11-24,germany,0.3235
1905-12-15,france,-0.0854
1905-12-15,russia,1.8791
1905-12-15,austria_hungary,0.9101
1905-12-15,germany,0.2999
1905-12-22,france,-0.0433
1905-12-22,russia,1.9981
1905-12-22,austria_hungary,0.9188
1905-12-22,germany,0.3279
1905-12-29,france,-0.054
1905-12-29,russia,1.8117
1905-12-29,austria_hungary,0.9188
1905-12-29,germany,0.3086
1906-01-19,france,-0.026
1906-01-19,russia,1.6782
1906-01-19,austria_hungary,0.9444
1906-01-19,germany,0.3343
1906-01-26,france,-0.0191
1906-01-26,russia,1.7637
1906-01-26,austria_hungary,0.9048
1906-01-26,germany,0.3535
1906-02-16,france,-0.0156
1906-02-16,russia,1.7133
1906-02-16,austria_hungary,0.9259
1906-02-16,germany,0.3553
1906-02-23,france,-0.0141
1906-02-23,russia,1.7133
1906-02-23,austria_hungary,0.9259
1906-02-23,germany,0.3553
1906-03-16,france,-0.0296
1906-03-16,russia,1.6672
1906-03-16,austria_hungary,0.9217
1906-03-16,germany,0.3512
1906-03-23,france,-0.0183
1906-03-23,russia,1.6397
1906-03-23,austria_hungary,0.9217
1906-03-23,germany,0.3321
1906-03-30,france,-0.0057
1906-03-30,russia,1.6714
1906-03-30,austria_hungary,0.9259
1906-03-30,germany,0.3363
1906-04-13,france,0.006
1906-04-13,russia,1.8119
1906-04-13,austria_hungary,0.978
1906-04-13,germany,0.4066
1906-04-20,france,-0.0133
1906-04-20,russia,1.8567
1906-04-20,austria_hungary,0.9487
1906-04-20,germany,0.397
1906-04-27,france,0.0023
1906-04-27,russia,1.8182
1906-04-27,austria_hungary,0.9697
1906-04-27,germany,0.418
1906-05-18,france,-0.031
1906-05-18,russia,1.8034
1906-05-18,austria_hungary,0.9402
1906-05-18,germany,0.3885
1906-05-25,france,-0.0307
1906-05-25,russia,1.8289
1906-05-25,austria_hungary,0.9359
1906-05-25,germany,0.3842
1906-06-15,france,-0.0416
1906-06-15,russia,1.9691
1906-06-15,austria_hungary,0.9058
1906-06-15,germany,0.374
1906-06-22,france,-0.0225
1906-06-22,russia,2.0045
1906-06-22,austria_hungary,0.8927
1906-06-22,germany,0.3409
1906-06-29,france,-0.0142
1906-06-29,russia,2.0076
1906-06-29,austria_hungary,0.8794
1906-06-29,germany,0.3277
1906-07-13,france,-0.029
1906-07-13,russia,2.1038
1906-07-13,austria_hungary,0.875
1906-07-13,germany,0.3036
1906-07-20,france,-0.0641
1906-07-20,russia,2.2263
1906-07-20,austria_hungary,0.8391
1906-07-20,germany,0.2874
1906-07-27,france,-0.0403
1906-07-27,russia,2.2898
1906-07-27,austria_hungary,0.8661
1906-07-27,germany,0.3144
1906-08-17,france,-0.0562
1906-08-17,russia,2.3589
1906-08-17,austria_hungary,0.8398
1906-08-17,germany,0.3476
1906-08-24,france,-0.0664
1906-08-24,russia,2.4024
1906-08-24,austria_hungary,0.7877
1906-08-24,germany,0.3343
1906-08-31,france,-0.0777
1906-08-31,russia,2.4321
1906-08-31,austria_hungary,0.8571
1906-08-31,germany,0.3054
1906-09-14,france,-0.0961
1906-09-14,russia,2.381
1906-09-14,austria_hungary,0.8254
1906-09-14,germany,0.2936
1906-09-21,france,-0.0776
1906-09-21,russia,2.3764
1906-09-21,austria_hungary,0.8208
1906-09-21,germany,0.289
1906-09-28,france,-0.0628
1906-09-28,russia,2.2907
1906-09-28,austria_hungary,0.83
1906-09-28,germany,0.2782
1906-10-19,france,-0.079
1906-10-19,russia,2.296
1906-10-19,austria_hungary,0.8793
1906-10-19,germany,0.3271
1906-10-26,france,-0.0479
1906-10-26,russia,2.1988
1906-10-26,austria_hungary,0.8932
1906-10-26,germany,0.3619
1906-11-16,france,-0.0397
1906-11-16,russia,2.0293
1906-11-16,austria_hungary,0.9162
